source_dataset,target_dataset,probe_family,seed,is_ood,quantile_set,layer,delta_vs_last,delta_ci_lo,delta_ci_hi,delta_above_zero,is_oracle_best_layer,is_source_selected_layer,is_last_layer,n_test_series,n_test_windows,bootstrap_replicates
uber_tlc_hourly,monash_electricity_hourly,forecast_slot_native_head,0,True,q9,12,0.0,0.0,0.0,False,True,True,True,318,1500,5000
uber_tlc_hourly,monash_kdd_cup_2018,forecast_slot_native_head,0,True,q9,0,-2.1797350720454576,-2.3323888923343667,-2.0444177947215882,False,False,False,False,75,506,5000
uber_tlc_hourly,monash_kdd_cup_2018,forecast_slot_native_head,0,True,q9,1,-0.920206117064585,-1.0908456001883737,-0.7697266759663052,False,False,False,False,75,506,5000
uber_tlc_hourly,monash_kdd_cup_2018,forecast_slot_native_head,0,True,q9,2,-1.121791167221521,-1.324047503848999,-0.9390120758544267,False,False,False,False,75,506,5000
uber_tlc_hourly,monash_kdd_cup_2018,forecast_slot_native_head,0,True,q9,3,-0.9460791057277573,-1.1172280214476826,-0.7946049743548205,False,False,False,False,75,506,5000
uber_tlc_hourly,monash_kdd_cup_2018,forecast_slot_native_head,0,True,q9,4,-1.1943765002277056,-1.3580503437422713,-1.0426995004889938,False,False,False,False,75,506,5000
uber_tlc_hourly,monash_kdd_cup_2018,forecast_slot_native_head,0,True,q9,5,-1.0796139249688546,-1.2525895584816955,-0.9212185544281066,False,False,False,False,75,506,5000
uber_tlc_hourly,monash_kdd_cup_2018,forecast_slot_native_head,0,True,q9,6,-2.2143286956628794,-2.382262617537663,-2.0716033674723286,False,False,False,False,75,506,5000
uber_tlc_hourly,monash_kdd_cup_2018,forecast_slot_native_head,0,True,q9,7,-1.7569652013627906,-1.9085524713667639,-1.6261465915207598,False,False,False,False,75,506,5000
uber_tlc_hourly,monash_kdd_cup_2018,forecast_slot_native_head,0,True,q9,8,-1.7256992037588423,-1.8896554694954333,-1.580161303312355,False,False,False,False,75,506,5000
uber_tlc_hourly,monash_kdd_cup_2018,forecast_slot_native_head,0,True,q9,9,-1.1642090534504224,-1.3012623492859916,-1.0482275231052385,False,False,False,False,75,506,5000
uber_tlc_hourly,monash_kdd_cup_2018,forecast_slot_native_head,0,True,q9,10,-1.0551470871499404,-1.149266698554191,-0.9713863369100749,False,False,False,False,75,506,5000
uber_tlc_hourly,monash_kdd_cup_2018,forecast_slot_native_head,0,True,q9,11,-0.5044444700474795,-0.560641127273668,-0.45353833840727825,False,False,False,False,75,506,5000
uber_tlc_hourly,monash_kdd_cup_2018,forecast_slot_native_head,0,True,q9,12,0.0,0.0,0.0,False,True,True,True,75,506,5000
uber_tlc_hourly,uber_tlc_hourly,forecast_slot_native_head,0,False,q9,0,-2.9042004707654314,-3.0212029499635484,-2.7934725928122015,False,False,False,False,260,1500,5000
uber_tlc_hourly,uber_tlc_hourly,forecast_slot_native_head,0,False,q9,1,-0.741112636407216,-0.8161748164210367,-0.6650395254918219,False,False,False,False,260,1500,5000
