model,kind,depth,level,batch,n_jobs,median_ms,median_ms_min_job,median_ms_max_job,speedup_vs_native,speedup_min_job,speedup_max_job,throughput,peak_allocated_bytes,active_params
chronos2,adapter,2,device_forward,256,3,33.9564325,33.946343,33.972605,5.037773008420966,5.034090600352842,5.038089498948396,7539.0723097899045,628102656.0,25673376
chronos2,adapter,3,api_e2e,1,3,6.7121595,6.635027,6.723238,2.9060737457147736,2.8901766529758426,2.924378227850467,148.98334880152953,150491136.0,35112864
chronos2,adapter,3,api_e2e,256,3,58.6480745,58.499843,58.698367000000005,3.103199858675667,3.096413823573661,3.1072355356577623,4365.019690458891,666451456.0,35112864
chronos2,adapter,3,device_forward,1,3,6.0718585,5.994674,6.0757195,3.1115721817298603,3.0941011183942906,3.137752528327646,164.69422006458154,150488576.0,35112864
chronos2,adapter,3,device_forward,256,3,47.7518405,47.7347395,47.7634175,3.581727500968707,3.5814571691744526,3.5825893739296513,5361.0499055005,665861632.0,35112864
chronos2,adapter,4,api_e2e,1,3,7.993444,7.992099,8.1082395,2.427405321160691,2.3964937764850185,2.440664273553168,125.10252151638267,188250112.0,44552352
chronos2,adapter,4,api_e2e,256,3,72.369328,72.27234100000001,72.400653,2.5137438539401016,2.511737997622418,2.5148546800220566,3537.410213343421,704210432.0,44552352
chronos2,adapter,4,device_forward,1,3,7.3616624999999996,7.355154499999999,7.479135,2.5573634789044886,2.513511321830666,2.56640752004048,135.8388815026497,188247552.0,44552352
chronos2,adapter,4,device_forward,256,3,61.5315705,61.5061615,61.541009,2.7802889575197827,2.778978997565672,2.7804364039202807,4160.465886369664,703620608.0,44552352
chronos2,adapter,5,api_e2e,1,3,9.4184535,9.342141,9.621027999999999,2.063114236323405,2.0274372447518085,2.0769680633165355,106.17454341097506,226009088.0,53991840
chronos2,adapter,5,api_e2e,256,3,86.15544,86.00634199999999,86.350977,2.1098237209397337,2.1076391121781977,2.1132678215752976,2971.3736010169528,741969408.0,53991840
chronos2,adapter,5,device_forward,1,3,8.805263,8.721320500000001,8.979795,2.134960704751238,2.1039484754384707,2.1567609515095794,113.56844196476584,226006528.0,53991840
chronos2,adapter,5,device_forward,256,3,75.3106335,75.279465,75.360142,2.2708768144939318,2.270106470871565,2.2717213851081435,3399.254369570534,741379584.0,53991840
chronos2,adapter,6,api_e2e,1,3,10.886048,10.719051,11.065771000000002,1.7849770182898328,1.753454729905399,1.8197534931030743,91.86070096328805,263768064.0,63431328
chronos2,adapter,6,api_e2e,256,3,99.81729,99.7582295,100.07463200000001,1.8208712638862465,1.81860970020854,1.8221332907677554,2564.6859376767293,779728384.0,63431328
chronos2,adapter,6,device_forward,1,3,10.2383685,10.077638499999999,10.433182500000001,1.8361216926310084,1.8028826295332223,1.874747342842274,97.67181167585441,263765504.0,63431328
chronos2,adapter,6,device_forward,256,3,89.09327049999999,89.0690185,89.10946899999999,1.9198357696419448,1.9195745148899883,1.9200163354219515,2873.3932267084083,779138560.0,63431328
chronos2,adapter,7,api_e2e,1,3,12.3374135,12.336817,12.469242999999999,1.5727225564742562,1.5643315716920427,1.5750696066902832,81.05426635817953,301527040.0,72870816
chronos2,adapter,7,api_e2e,256,3,113.6371695,113.5799615,113.7571985,1.599869712860413,1.5994276854986256,1.6003948988836378,2252.784024156814,817487360.0,72870816
chronos2,adapter,7,device_forward,1,3,11.716534,11.7091535,11.828316000000001,1.604475393490942,1.5972709893783694,1.6064187304402493,85.34947280484144,301524480.0,72870816
chronos2,adapter,7,device_forward,256,3,102.8774335,102.8495,102.909041,1.6623956878579793,1.6623778965092475,1.6627593765647863,2488.3980022693704,816897536.0,72870816
chronos2,adapter,8,api_e2e,1,3,13.6507905,13.622179,13.720361,1.4214069507549765,1.4162415624486848,1.4319317416105017,73.25583086195631,339286016.0,82310304
chronos2,adapter,8,api_e2e,256,3,127.4502475,127.39398399999999,127.517683,1.4267112880306814,1.4262254845758537,1.4272271281779796,2008.6269349928095,855246336.0,82310304
chronos2,adapter,8,device_forward,1,3,13.076176499999999,13.042242,13.105393,1.438478862685893,1.4344392800734782,1.4486026252234854,76.47495428040453,339283456.0,82310304
